거래일자,거래시간,지역,전력거래량(MWh)
2024-04-01,22,제주도,599.68955
2024-04-01,23,제주도,586.774406
2024-04-01,24,제주도,555.791131
2024-04-01,1,서울시,717.471437
2024-04-01,2,서울시,694.056532
2024-04-01,3,서울시,661.176337
2024-04-01,4,서울시,692.930449
2024-04-01,5,서울시,694.035524
2024-04-01,6,서울시,651.386201
2024-04-01,7,서울시,685.483573
2024-04-01,8,서울시,675.212445
2024-04-01,9,서울시,665.871188
2024-04-01,10,서울시,657.906237
2024-04-01,11,서울시,675.322364
2024-04-01,12,서울시,704.010957
2024-04-01,13,서울시,662.095678
2024-04-01,14,서울시,687.71879
2024-04-01,15,서울시,674.658213
2024-04-01,16,서울시,661.079624
2024-04-01,17,서울시,656.216846
2024-04-01,18,서울시,652.603829
2024-04-01,19,서울시,657.620644
2024-04-01,20,서울시,668.647303
2024-04-01,21,서울시,639.952525
2024-04-01,22,서울시,638.627595
2024-04-01,23,서울시,638.481721
2024-04-01,24,서울시,644.821418
2024-04-01,1,인천시,4298.810368
2024-04-01,2,인천시,3906.218805
2024-04-01,3,인천시,3881.176703
2024-04-01,4,인천시,3869.472109
2024-04-01,5,인천시,4189.064928
2024-04-01,6,인천시,4635.590364
2024-04-01,7,인천시,5067.496224
2024-04-01,8,인천시,5478.884097
2024-04-01,9,인천시,5439.589191
2024-04-01,10,인천시,5284.661526
2024-04-01,11,인천시,4591.050085
2024-04-01,12,인천시,4311.489555
2024-04-01,13,인천시,4139.305673
2024-04-01,14,인천시,4419.571088
2024-04-01,15,인천시,4940.111983
2024-04-01,16,인천시,5461.920112
2024-04-01,17,인천시,6106.536598
2024-04-01,18,인천시,6740.090824
2024-04-01,19,인천시,6907.94814
2024-04-01,20,인천시,6821.14684
2024-04-01,21,인천시,5880.486708
2024-04-01,22,인천시,5764.808719
2024-04-01,23,인천시,5524.797253
2024-04-01,24,인천시,5327.59308
2024-04-01,1,대전시,51.721425
2024-04-01,2,대전시,51.868173
2024-04-01,3,대전시,52.08987
2024-04-01,4,대전시,52.185244
2024-04-01,5,대전시,52.286059
2024-04-01,6,대전시,52.299525
2024-04-01,7,대전시,52.384416
2024-04-01,8,대전시,53.588804
2024-04-01,9,대전시,39.998763
2024-04-01,10,대전시,14.988659
2024-04-01,11,대전시,17.148987
2024-04-01,12,대전시,18.613232
2024-04-01,13,대전시,18.96895
2024-04-01,14,대전시,18.379926
2024-04-01,15,대전시,17.517284
2024-04-01,16,대전시,15.928747
2024-04-01,17,대전시,13.058794
2024-04-01,18,대전시,10.016088
2024-04-01,19,대전시,7.692402
2024-04-01,20,대전시,7.125895
2024-04-01,21,대전시,7.129885
2024-04-01,22,대전시,7.209659
2024-04-01,23,대전시,7.308883
2024-04-01,24,대전시,7.566571
2024-04-01,1,광주시,69.662943
2024-04-01,2,광주시,69.150889
2024-04-01,3,광주시,69.031247
2024-04-01,4,광주시,68.879136
2024-04-01,5,광주시,68.795245
2024-04-01,6,광주시,68.754117
2024-04-01,7,광주시,69.047075
2024-04-01,8,광주시,75.438272
2024-04-01,9,광주시,96.060683
2024-04-01,10,광주시,108.100159
2024-04-01,11,광주시,110.072233
2024-04-01,12,광주시,114.915994
2024-04-01,13,광주시,117.41513
2024-04-01,14,광주시,116.68959
2024-04-01,15,광주시,112.933295
2024-04-01,16,광주시,105.412465
2024-04-01,17,광주시,95.290543
2024-04-01,18,광주시,81.915638
2024-04-01,19,광주시,75.825489
2024-04-01,20,광주시,74.93275
2024-04-01,21,광주시,74.587481
2024-04-01,22,광주시,64.304697
2024-04-01,23,광주시,20.609859
2024-04-01,24,광주시,20.30994
2024-04-01,1,대구시,290.966655
2024-04-01,2,대구시,283.505925
2024-04-01,3,대구시,63.63368
2024-04-01,4,대구시,6.341077
2024-04-01,5,대구시,6.321798
2024-04-01,6,대구시,6.366453
2024-04-01,7,대구시,54.259671
2024-04-01,8,대구시,290.054955
2024-04-01,9,대구시,306.305616
2024-04-01,10,대구시,276.042901
2024-04-01,11,대구시,73.673678
2024-04-01,12,대구시,57.754098
2024-04-01,13,대구시,63.018298
2024-04-01,14,대구시,62.937404
2024-04-01,15,대구시,74.370833
2024-04-01,16,대구시,245.241863
2024-04-01,17,대구시,328.224666
2024-04-01,18,대구시,314.067437
2024-04-01,19,대구시,308.451337
2024-04-01,20,대구시,302.466524
2024-04-01,21,대구시,299.481404
2024-04-01,22,대구시,298.992376
2024-04-01,23,대구시,299.745208
2024-04-01,24,대구시,299.582198
2024-04-01,1,세종시,489.983873
2024-04-01,2,세종시,489.969132
2024-04-01,3,세종시,480.188547
2024-04-01,4,세종시,451.791315
2024-04-01,5,세종시,454.813555
2024-04-01,6,세종시,455.199328
2024-04-01,7,세종시,489.806931
2024-04-01,8,세종시,491.304852
2024-04-01,9,세종시,478.47946
2024-04-01,10,세종시,460.475738
2024-04-01,11,세종시,466.253557
2024-04-01,12,세종시,475.183705
2024-04-01,13,세종시,462.337208
2024-04-01,14,세종시,462.190506
2024-04-01,15,세종시,460.201534
2024-04-01,16,세종시,456.585476
2024-04-01,17,세종시,452.709224
2024-04-01,18,세종시,447.593386
2024-04-01,19,세종시,438.334133
2024-04-01,20,세종시,446.200275
2024-04-01,21,세종시,432.044497
2024-04-01,22,세종시,431.811365
2024-04-01,23,세종시,431.458983
2024-04-01,24,세종시,431.021617
2024-04-01,1,울산시,2487.171334
2024-04-01,2,울산시,2485.706549
2024-04-01,3,울산시,2485.410773
2024-04-01,4,울산시,2487.484664
2024-04-01,5,울산시,2486.725361
2024-04-01,6,울산시,2484.908361
2024-04-01,7,울산시,2482.552516
2024-04-01,8,울산시,2494.432402
2024-04-01,9,울산시,2583.94332
2024-04-01,10,울산시,2554.923805
2024-04-01,11,울산시,2177.131127
2024-04-01,12,울산시,2168.039632
2024-04-01,13,울산시,2173.825443
2024-04-01,14,울산시,2178.626732
2024-04-01,15,울산시,2170.32692
2024-04-01,16,울산시,2164.567379
2024-04-01,17,울산시,2180.354988
2024-04-01,18,울산시,2155.877026
2024-04-01,19,울산시,2193.018112
2024-04-01,20,울산시,2463.208299
2024-04-01,21,울산시,2562.461683
2024-04-01,22,울산시,2568.292876
2024-04-01,23,울산시,2486.228969
2024-04-01,24,울산시,2483.478787
2024-04-01,1,부산시,3078.874772
2024-04-01,2,부산시,3078.76654
2024-04-01,3,부산시,3078.477834
2024-04-01,4,부산시,3078.894014
2024-04-01,5,부산시,3079.311771
2024-04-01,6,부산시,3097.933555
2024-04-01,7,부산시,3375.675557
2024-04-01,8,부산시,3778.416915
2024-04-01,9,부산시,3979.195679
2024-04-01,10,부산시,4281.906946
2024-04-01,11,부산시,3833.75723
2024-04-01,12,부산시,3558.848978
2024-04-01,13,부산시,3565.895976
2024-04-01,14,부산시,3562.460801
2024-04-01,15,부산시,3556.544439
2024-04-01,16,부산시,3672.551612
2024-04-01,17,부산시,4076.404226
2024-04-01,18,부산시,4270.41343
2024-04-01,19,부산시,4079.084782
2024-04-01,20,부산시,3860.399498
2024-04-01,21,부산시,3495.868834
2024-04-01,22,부산시,3075.81068
2024-04-01,23,부산시,3077.36962
2024-04-01,24,부산시,3076.891971
2024-04-02,1,경기도,9476.369437
2024-04-02,2,경기도,8540.589558
2024-04-02,3,경기도,8221.26715
2024-04-02,4,경기도,8607.181437
2024-04-02,5,경기도,8758.438201
2024-04-02,6,경기도,9658.161447
2024-04-02,7,경기도,10502.32106
2024-04-02,8,경기도,11278.09347
2024-04-02,9,경기도,11971.89901
2024-04-02,10,경기도,11043.65472
2024-04-02,11,경기도,10951.17379
2024-04-02,12,경기도,10482.71325
2024-04-02,13,경기도,10346.87373
2024-04-02,14,경기도,11063.49093
2024-04-02,15,경기도,10706.45314
2024-04-02,16,경기도,11024.55016
2024-04-02,17,경기도,10494.80113
2024-04-02,18,경기도,10254.29586
2024-04-02,19,경기도,10859.5807
2024-04-02,20,경기도,10842.54355
2024-04-02,21,경기도,10818.11917
2024-04-02,22,경기도,10589.38436
2024-04-02,23,경기도,10426.06123
2024-04-02,24,경기도,9828.090309
2024-04-02,1,강원도,1926.440184
2024-04-02,2,강원도,1868.16516
2024-04-02,3,강원도,1866.692381
2024-04-02,4,강원도,1889.525554
2024-04-02,5,강원도,1880.792707
2024-04-02,6,강원도,1871.875288
2024-04-02,7,강원도,1867.219805
2024-04-02,8,강원도,2025.468433
2024-04-02,9,강원도,2187.742093
2024-04-02,10,강원도,2490.25031
2024-04-02,11,강원도,2529.04534
2024-04-02,12,강원도,2434.375488
2024-04-02,13,강원도,2461.083446
2024-04-02,14,강원도,2466.353683
2024-04-02,15,강원도,2792.942609
2024-04-02,16,강원도,2994.557057
2024-04-02,17,강원도,3011.267929
2024-04-02,18,강원도,3064.873431
2024-04-02,19,강원도,3155.28474
2024-04-02,20,강원도,3163.718508
2024-04-02,21,강원도,3161.554274
2024-04-02,22,강원도,3145.373447
2024-04-02,23,강원도,3128.65248
2024-04-02,24,강원도,3075.44923
2024-04-02,1,경상남도,3843.647756
2024-04-02,2,경상남도,3752.510823
2024-04-02,3,경상남도,3765.315587
2024-04-02,4,경상남도,3874.879868
2024-04-02,5,경상남도,3871.172817
2024-04-02,6,경상남도,3867.728941
2024-04-02,7,경상남도,3877.242656
2024-04-02,8,경상남도,4157.193782
2024-04-02,9,경상남도,4369.764188
2024-04-02,10,경상남도,4139.192452
2024-04-02,11,경상남도,3891.533096
2024-04-02,12,경상남도,3722.307208
2024-04-02,13,경상남도,3904.610874
2024-04-02,14,경상남도,4015.041176
2024-04-02,15,경상남도,3955.648647
2024-04-02,16,경상남도,3909.96274
2024-04-02,17,경상남도,3885.593101
2024-04-02,18,경상남도,4040.473498
2024-04-02,19,경상남도,4093.017655
2024-04-02,20,경상남도,4275.724167
2024-04-02,21,경상남도,4307.34555
2024-04-02,22,경상남도,4320.310616
2024-04-02,23,경상남도,4319.136572
2024-04-02,24,경상남도,4237.439245
2024-04-02,1,경상북도,10182.45631
2024-04-02,2,경상북도,9999.268915
2024-04-02,3,경상북도,9998.906411
2024-04-02,4,경상북도,10001.9512
2024-04-02,5,경상북도,10030.61508
2024-04-02,6,경상북도,10037.07041
2024-04-02,7,경상북도,10035.4823
2024-04-02,8,경상북도,10273.91634
2024-04-02,9,경상북도,10443.12617
2024-04-02,10,경상북도,10572.25036
2024-04-02,11,경상북도,10467.05151
2024-04-02,12,경상북도,10485.78249
2024-04-02,13,경상북도,10424.394
2024-04-02,14,경상북도,10420.21061
2024-04-02,15,경상북도,10409.41441
2024-04-02,16,경상북도,10412.42518
2024-04-02,17,경상북도,10303.76596
2024-04-02,18,경상북도,10718.92203
2024-04-02,19,경상북도,10715.73124
2024-04-02,20,경상북도,10627.24506
2024-04-02,21,경상북도,10622.20471
2024-04-02,22,경상북도,10587.13094
2024-04-02,23,경상북도,10427.08433
2024-04-02,24,경상북도,10253.56563
2024-04-02,1,전라남도,7105.749971
2024-04-02,2,전라남도,7098.692608
2024-04-02,3,전라남도,7115.661276
2024-04-02,4,전라남도,7097.35322
2024-04-02,5,전라남도,7109.553042
2024-04-02,6,전라남도,7163.953028
2024-04-02,7,전라남도,7281.839137
2024-04-02,8,전라남도,7388.139767
2024-04-02,9,전라남도,7785.301387
2024-04-02,10,전라남도,7969.915641
2024-04-02,11,전라남도,7768.798999
2024-04-02,12,전라남도,7464.846312
2024-04-02,13,전라남도,7433.379291
2024-04-02,14,전라남도,7349.111446
2024-04-02,15,전라남도,6961.802781
2024-04-02,16,전라남도,6950.456101
2024-04-02,17,전라남도,7769.13505
2024-04-02,18,전라남도,7932.800835
2024-04-02,19,전라남도,8003.117097
2024-04-02,20,전라남도,8012.156551
2024-04-02,21,전라남도,7529.883547
2024-04-02,22,전라남도,7455.99403
2024-04-02,23,전라남도,7460.294974
2024-04-02,24,전라남도,7496.3714
2024-04-02,1,전라북도,910.224409
2024-04-02,2,전라북도,906.931979
2024-04-02,3,전라북도,909.24261
2024-04-02,4,전라북도,912.994757
2024-04-02,5,전라북도,911.008367
2024-04-02,6,전라북도,918.159529
2024-04-02,7,전라북도,938.763455
2024-04-02,8,전라북도,1127.237529
2024-04-02,9,전라북도,1319.89893
2024-04-02,10,전라북도,1426.862896
2024-04-02,11,전라북도,1261.444328
2024-04-02,12,전라북도,1368.182611
2024-04-02,13,전라북도,1373.751016
2024-04-02,14,전라북도,1403.877343
2024-04-02,15,전라북도,1357.871357
2024-04-02,16,전라북도,1286.700358
2024-04-02,17,전라북도,1358.096704
2024-04-02,18,전라북도,1516.517895
2024-04-02,19,전라북도,1583.185764
2024-04-02,20,전라북도,1764.380647
2024-04-02,21,전라북도,1746.891817
2024-04-02,22,전라북도,1734.437793
2024-04-02,23,전라북도,1733.713584
2024-04-02,24,전라북도,1389.143159
2024-04-02,1,충청남도,9704.905709
2024-04-02,2,충청남도,9621.039388
2024-04-02,3,충청남도,9651.715051
2024-04-02,4,충청남도,9699.372996
2024-04-02,5,충청남도,9883.596473
2024-04-02,6,충청남도,9966.897571
2024-04-02,7,충청남도,10102.92389
2024-04-02,8,충청남도,10060.97664
2024-04-02,9,충청남도,10213.57742
2024-04-02,10,충청남도,9989.133826
2024-04-02,11,충청남도,9391.956972
2024-04-02,12,충청남도,8757.065857
2024-04-02,13,충청남도,9408.585147
2024-04-02,14,충청남도,9701.6792
2024-04-02,15,충청남도,9600.344154
2024-04-02,16,충청남도,9867.56952
2024-04-02,17,충청남도,10005.99006
2024-04-02,18,충청남도,9811.975295
2024-04-02,19,충청남도,9955.0686
2024-04-02,20,충청남도,9731.316013
2024-04-02,21,충청남도,9532.105699
2024-04-02,22,충청남도,9505.717062
2024-04-02,23,충청남도,9497.133645
2024-04-02,24,충청남도,9427.98456
2024-04-02,1,충청북도,369.821289
2024-04-02,2,충청북도,367.425484
2024-04-02,3,충청북도,366.621922
2024-04-02,4,충청북도,367.788085
2024-04-02,5,충청북도,367.984076
2024-04-02,6,충청북도,369.568346
2024-04-02,7,충청북도,363.470377
2024-04-02,8,충청북도,385.399993
2024-04-02,9,충청북도,459.857566
2024-04-02,10,충청북도,542.256682
2024-04-02,11,충청북도,517.348029
2024-04-02,12,충청북도,527.36725
2024-04-02,13,충청북도,498.95493
2024-04-02,14,충청북도,508.556278
2024-04-02,15,충청북도,668.786213
2024-04-02,16,충청북도,716.449991
2024-04-02,17,충청북도,602.026278
2024-04-02,18,충청북도,459.939399
2024-04-02,19,충청북도,521.041259
2024-04-02,20,충청북도,519.17588
2024-04-02,21,충청북도,415.863586
2024-04-02,22,충청북도,399.00439
2024-04-02,23,충청북도,389.54789
2024-04-02,24,충청북도,344.975671
2024-04-02,1,제주도,548.440362
2024-04-02,2,제주도,533.184853
2024-04-02,3,제주도,486.765791
2024-04-02,4,제주도,469.007973
2024-04-02,5,제주도,447.284426
2024-04-02,6,제주도,456.400896
2024-04-02,7,제주도,463.148447
2024-04-02,8,제주도,469.601054
2024-04-02,9,제주도,472.671519
2024-04-02,10,제주도,484.4473
2024-04-02,11,제주도,487.572166
2024-04-02,12,제주도,481.824042
2024-04-02,13,제주도,481.333419
2024-04-02,14,제주도,493.190472
2024-04-02,15,제주도,505.156312
2024-04-02,16,제주도,528.103912
2024-04-02,17,제주도,601.345336
2024-04-02,18,제주도,649.945612
2024-04-02,19,제주도,661.876793
2024-04-02,20,제주도,684.738531
2024-04-02,21,제주도,595.869322
2024-04-02,22,제주도,595.651531
2024-04-02,23,제주도,523.466886
2024-04-02,24,제주도,497.324782
2024-04-02,1,서울시,648.653952
2024-04-02,2,서울시,626.178247
2024-04-02,3,서울시,631.998641
2024-04-02,4,서울시,647.232599
2024-04-02,5,서울시,646.212066
2024-04-02,6,서울시,664.084996
2024-04-02,7,서울시,715.93521
2024-04-02,8,서울시,712.097029
2024-04-02,9,서울시,745.815445
2024-04-02,10,서울시,663.900075
2024-04-02,11,서울시,630.802929
2024-04-02,12,서울시,632.9035
2024-04-02,13,서울시,643.005387
2024-04-02,14,서울시,691.522075
2024-04-02,15,서울시,670.188615
2024-04-02,16,서울시,707.604029
2024-04-02,17,서울시,718.273257
2024-04-02,18,서울시,668.710178
2024-04-02,19,서울시,729.770882
2024-04-02,20,서울시,709.182682
2024-04-02,21,서울시,689.581103
2024-04-02,22,서울시,695.661667
2024-04-02,23,서울시,690.756567
2024-04-02,24,서울시,675.673422
2024-04-02,1,인천시,4898.909265
2024-04-02,2,인천시,4553.062876
2024-04-02,3,인천시,4564.430422
2024-04-02,4,인천시,4581.615047
2024-04-02,5,인천시,4714.879047
2024-04-02,6,인천시,4945.511976
2024-04-02,7,인천시,5266.225615
2024-04-02,8,인천시,5364.052495
2024-04-02,9,인천시,5398.475234
2024-04-02,10,인천시,5300.396841
2024-04-02,11,인천시,5184.837066
2024-04-02,12,인천시,4971.448708
2024-04-02,13,인천시,4652.694198
2024-04-02,14,인천시,4850.159373
2024-04-02,15,인천시,5252.867723
2024-04-02,16,인천시,5823.679461
2024-04-02,17,인천시,6744.177382
2024-04-02,18,인천시,7126.526577
2024-04-02,19,인천시,7494.109197
2024-04-02,20,인천시,7690.3163
2024-04-02,21,인천시,6524.999616
2024-04-02,22,인천시,5393.278262
2024-04-02,23,인천시,5333.951835
2024-04-02,24,인천시,5303.438509
2024-04-02,1,대전시,7.820211
2024-04-02,2,대전시,8.001652
2024-04-02,3,대전시,8.190017
2024-04-02,4,대전시,8.341536
2024-04-02,5,대전시,8.410935
2024-04-02,6,대전시,8.411209
2024-04-02,7,대전시,8.496149
2024-04-02,8,대전시,9.48776
2024-04-02,9,대전시,11.139149
2024-04-02,10,대전시,13.343634
2024-04-02,11,대전시,13.828807
2024-04-02,12,대전시,14.729445
2024-04-02,13,대전시,14.918575
2024-04-02,14,대전시,15.249567
2024-04-02,15,대전시,14.367173
2024-04-02,16,대전시,12.729013
2024-04-02,17,대전시,10.094726
2024-04-02,18,대전시,8.539486
2024-04-02,19,대전시,6.696417
2024-04-02,20,대전시,6.448383
2024-04-02,21,대전시,6.471661
2024-04-02,22,대전시,6.471179
2024-04-02,23,대전시,6.471661
2024-04-02,24,대전시,6.474072
2024-04-02,1,광주시,20.157097
2024-04-02,2,광주시,20.149551
2024-04-02,3,광주시,20.146775
2024-04-02,4,광주시,20.129608
2024-04-02,5,광주시,20.119092
2024-04-02,6,광주시,20.172478
2024-04-02,7,광주시,20.405938
2024-04-02,8,광주시,32.019186
2024-04-02,9,광주시,79.418736
2024-04-02,10,광주시,97.581583
2024-04-02,11,광주시,101.982397
2024-04-02,12,광주시,105.010112
2024-04-02,13,광주시,107.812199
2024-04-02,14,광주시,105.514866
2024-04-02,15,광주시,93.164426
2024-04-02,16,광주시,83.17117
2024-04-02,17,광주시,79.023888
2024-04-02,18,광주시,78.066816
2024-04-02,19,광주시,76.902134
2024-04-02,20,광주시,76.736972
2024-04-02,21,광주시,65.101839
2024-04-02,22,광주시,21.94233
2024-04-02,23,광주시,21.494986
2024-04-02,24,광주시,21.322934
2024-04-02,1,대구시,299.650082
2024-04-02,2,대구시,303.53433
2024-04-02,3,대구시,303.82724
2024-04-02,4,대구시,303.369857
2024-04-02,5,대구시,304.092882
2024-04-02,6,대구시,303.63385
2024-04-02,7,대구시,304.245523
2024-04-02,8,대구시,308.120146
2024-04-02,9,대구시,314.805749
2024-04-02,10,대구시,321.079916
2024-04-02,11,대구시,328.488874
2024-04-02,12,대구시,328.195347
2024-04-02,13,대구시,333.330934
2024-04-02,14,대구시,328.95655
2024-04-02,15,대구시,323.926324
2024-04-02,16,대구시,327.700723
2024-04-02,17,대구시,320.174595
2024-04-02,18,대구시,314.225842
2024-04-02,19,대구시,309.480674
2024-04-02,20,대구시,307.332705
2024-04-02,21,대구시,307.23759
2024-04-02,22,대구시,306.526368
2024-04-02,23,대구시,306.449077
2024-04-02,24,대구시,306.465144
2024-04-02,1,세종시,442.375842
2024-04-02,2,세종시,430.897379
2024-04-02,3,세종시,430.698495
2024-04-02,4,세종시,431.008099
2024-04-02,5,세종시,439.081035
2024-04-02,6,세종시,464.864899
2024-04-02,7,세종시,475.750257
2024-04-02,8,세종시,483.674593
2024-04-02,9,세종시,484.6679
2024-04-02,10,세종시,476.580891
2024-04-02,11,세종시,503.638658
2024-04-02,12,세종시,540.649375
2024-04-02,13,세종시,539.656026
2024-04-02,14,세종시,543.358983
2024-04-02,15,세종시,532.856628
2024-04-02,16,세종시,528.328309
2024-04-02,17,세종시,523.782415
2024-04-02,18,세종시,458.116132
2024-04-02,19,세종시,448.10925
2024-04-02,20,세종시,449.637001
2024-04-02,21,세종시,452.559998
2024-04-02,22,세종시,456.799975
2024-04-02,23,세종시,446.716316
2024-04-02,24,세종시,444.107192
2024-04-02,1,울산시,2478.818208
2024-04-02,2,울산시,2482.976398
2024-04-02,3,울산시,2482.852763
2024-04-02,4,울산시,2482.980726
2024-04-02,5,울산시,2484.547523
2024-04-02,6,울산시,2484.226505
2024-04-02,7,울산시,2486.606309
2024-04-02,8,울산시,2492.831333
2024-04-02,9,울산시,2579.305779
2024-04-02,10,울산시,2460.074478
2024-04-02,11,울산시,2140.303395
2024-04-02,12,울산시,1869.285531
2024-04-02,13,울산시,1857.037612
2024-04-02,14,울산시,1908.191662
2024-04-02,15,울산시,1912.648654
2024-04-02,16,울산시,1974.435367
2024-04-02,17,울산시,2177.640417
2024-04-02,18,울산시,2177.438069
2024-04-02,19,울산시,2187.913942
2024-04-02,20,울산시,2291.868777
2024-04-02,21,울산시,2509.855021
2024-04-02,22,울산시,2514.730829
2024-04-02,23,울산시,2457.342784
2024-04-02,24,울산시,2456.989773
2024-04-02,1,부산시,3074.951431
2024-04-02,2,부산시,3073.903994
2024-04-02,3,부산시,3074.660599
2024-04-02,4,부산시,3075.509879
2024-04-02,5,부산시,3075.330173
2024-04-02,6,부산시,3095.462152
2024-04-02,7,부산시,3355.404669
2024-04-02,8,부산시,3845.458789
2024-04-02,9,부산시,3885.644316
2024-04-02,10,부산시,3897.715727
2024-04-02,11,부산시,3923.654173
2024-04-02,12,부산시,3834.793763
2024-04-02,13,부산시,3524.264347
2024-04-02,14,부산시,3518.433209
2024-04-02,15,부산시,3565.704016
2024-04-02,16,부산시,3738.82121
2024-04-02,17,부산시,4235.636397
2024-04-02,18,부산시,4259.111206
2024-04-02,19,부산시,4255.52999
2024-04-02,20,부산시,4253.470317
2024-04-02,21,부산시,4253.821383
2024-04-02,22,부산시,4040.359354
2024-04-02,23,부산시,3858.49074
2024-04-02,24,부산시,3761.475747
2024-04-03,1,경기도,8212.675266
2024-04-03,2,경기도,7533.475205
2024-04-03,3,경기도,7757.345894
2024-04-03,4,경기도,7702.732466
2024-04-03,5,경기도,7821.56387
2024-04-03,6,경기도,8676.022428
2024-04-03,7,경기도,9032.676121
2024-04-03,8,경기도,9614.813289
2024-04-03,9,경기도,10864.16387
2024-04-03,10,경기도,11710.76708
2024-04-03,11,경기도,11870.34798
2024-04-03,12,경기도,11560.05867
2024-04-03,13,경기도,10721.73586
2024-04-03,14,경기도,11067.16538
2024-04-03,15,경기도,11211.41928
2024-04-03,16,경기도,11339.16742
2024-04-03,17,경기도,11203.28787
2024-04-03,18,경기도,11023.23477
2024-04-03,19,경기도,11165.89184
2024-04-03,20,경기도,10775.04945
2024-04-03,21,경기도,10314.15463
2024-04-03,22,경기도,9544.557847
2024-04-03,23,경기도,8991.79322
2024-04-03,24,경기도,8668.755419
2024-04-03,1,강원도,2848.858264
2024-04-03,2,강원도,2837.412452
2024-04-03,3,강원도,2861.116374
2024-04-03,4,강원도,2877.170978
2024-04-03,5,강원도,2875.240745
2024-04-03,6,강원도,2865.613389
2024-04-03,7,강원도,2878.830407
2024-04-03,8,강원도,2911.192541
2024-04-03,9,강원도,2969.666557
2024-04-03,10,강원도,3223.44506
2024-04-03,11,강원도,3348.303259
2024-04-03,12,강원도,3302.495823
2024-04-03,13,강원도,3311.933958
2024-04-03,14,강원도,3331.820376
2024-04-03,15,강원도,3349.999957
2024-04-03,16,강원도,3294.361613
2024-04-03,17,강원도,3229.366531
2024-04-03,18,강원도,3256.187997
2024-04-03,19,강원도,3227.6367
2024-04-03,20,강원도,3197.377585
2024-04-03,21,강원도,3135.818744
2024-04-03,22,강원도,3084.927817
2024-04-03,23,강원도,3071.224868
2024-04-03,24,강원도,3021.921223
2024-04-03,1,경상남도,3831.38006
2024-04-03,2,경상남도,3773.941258
2024-04-03,3,경상남도,3868.520891
2024-04-03,4,경상남도,3871.430374
2024-04-03,5,경상남도,3875.352153
2024-04-03,6,경상남도,3875.088551
2024-04-03,7,경상남도,3935.088825
2024-04-03,8,경상남도,4147.88889
2024-04-03,9,경상남도,4799.750602
2024-04-03,10,경상남도,5052.688207
2024-04-03,11,경상남도,5147.539721
2024-04-03,12,경상남도,4962.640721
2024-04-03,13,경상남도,4787.439813
2024-04-03,14,경상남도,4807.335674
2024-04-03,15,경상남도,4811.164652
2024-04-03,16,경상남도,4818.43482
2024-04-03,17,경상남도,4815.476911
2024-04-03,18,경상남도,4817.927973
2024-04-03,19,경상남도,4967.50023
2024-04-03,20,경상남도,5059.474342
2024-04-03,21,경상남도,5374.096187
2024-04-03,22,경상남도,5481.096872
2024-04-03,23,경상남도,5478.117931
2024-04-03,24,경상남도,5178.146625
2024-04-03,1,경상북도,9978.146396
2024-04-03,2,경상북도,9964.429171
2024-04-03,3,경상북도,9967.575149
2024-04-03,4,경상북도,9975.512146
2024-04-03,5,경상북도,9998.429248
2024-04-03,6,경상북도,10028.83548
2024-04-03,7,경상북도,10070.41408
2024-04-03,8,경상북도,10077.87155
2024-04-03,9,경상북도,10312.76522
2024-04-03,10,경상북도,10459.2428
2024-04-03,11,경상북도,10489.06643
2024-04-03,12,경상북도,10301.14979
2024-04-03,13,경상북도,10175.36841
2024-04-03,14,경상북도,10220.05915
2024-04-03,15,경상북도,10176.91241
2024-04-03,16,경상북도,10227.17176
2024-04-03,17,경상북도,10358.76019
2024-04-03,18,경상북도,10400.98722
2024-04-03,19,경상북도,10550.83065
2024-04-03,20,경상북도,10523.46651
2024-04-03,21,경상북도,10341.38336
2024-04-03,22,경상북도,10453.79011
2024-04-03,23,경상북도,10457.31125
2024-04-03,24,경상북도,10512.27238
2024-04-03,1,전라남도,7464.765999
2024-04-03,2,전라남도,7460.919778
2024-04-03,3,전라남도,7409.893966
2024-04-03,4,전라남도,7344.307794
2024-04-03,5,전라남도,7291.259637
2024-04-03,6,전라남도,7224.540339
2024-04-03,7,전라남도,7317.490238
2024-04-03,8,전라남도,7383.50182
2024-04-03,9,전라남도,7360.066822
2024-04-03,10,전라남도,7414.78535
2024-04-03,11,전라남도,7415.05229
2024-04-03,12,전라남도,7465.549738
2024-04-03,13,전라남도,7531.075743
2024-04-03,14,전라남도,7486.773944
2024-04-03,15,전라남도,7354.052647
2024-04-03,16,전라남도,7217.939197
2024-04-03,17,전라남도,7343.944426
2024-04-03,18,전라남도,7111.529046
2024-04-03,19,전라남도,7009.939414
2024-04-03,20,전라남도,7175.77496
2024-04-03,21,전라남도,7241.326745
2024-04-03,22,전라남도,7171.066934
2024-04-03,23,전라남도,7164.019089
2024-04-03,24,전라남도,7157.396217
2024-04-03,1,전라북도,1073.243176
2024-04-03,2,전라북도,1079.229778
2024-04-03,3,전라북도,1084.017166
2024-04-03,4,전라북도,1106.094587
2024-04-03,5,전라북도,1099.418347
2024-04-03,6,전라북도,1075.177757
2024-04-03,7,전라북도,1185.163709
2024-04-03,8,전라북도,1473.379774
2024-04-03,9,전라북도,1700.448193
2024-04-03,10,전라북도,1739.335289
2024-04-03,11,전라북도,1765.343832
2024-04-03,12,전라북도,1571.905743
2024-04-03,13,전라북도,1553.828075
2024-04-03,14,전라북도,1560.18296
2024-04-03,15,전라북도,1565.573161
2024-04-03,16,전라북도,1547.416943
